Id,IdSentenca,DataCriacao,Resultado,Transacao,Consulta,IdHistoricoSentencaPai,IdRegra,NomeRegra,DescricaoSentenca
515557928,838,2021-02-18 16:12:47.007,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual VALCNH?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - Validação de CNH
515557927,837,2021-02-18 16:12:46.960,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual VALCBO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - Validação CBO
515557926,836,2021-02-18 16:12:46.943,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual TERMOADITA?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - TERMO DE ADITAMENTO
515557925,835,2021-02-18 16:12:46.927,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual SEGSUPERPROT?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - SEGURO SUPER PROTEÇÃO 
515557924,834,2021-02-18 16:12:46.897,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual RGREPRELEGAL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - RG DO REPRESENTANTE LEGAL
515557923,833,2021-02-18 16:12:46.880,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual RESPCREDASS?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - RESPOSTA DE CREDITO ASSINADA
515557922,832,2021-02-18 16:12:46.867,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual REGURESTRREP?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - REGULARIZACAO DE RESTRICAO DO REPRESENTANTE LEGAL
515557921,831,2021-02-18 16:12:46.850,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual REGURESTRICAO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - REGULARIZACAO DE RESTRICAO
515557920,830,2021-02-18 16:12:46.817,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual REGUCPFRECEITA?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - REGULARIZACAO DE CPF NA RECEITA FEDERAL
515557919,829,2021-02-18 16:12:46.803,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual REGREGUAVAL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - REGULARIZACAO DE RESTRICAO DO AVALISTA
515557918,828,2021-02-18 16:12:46.787,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual RECPAGAUTO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - RECIBO DE PAGAMENTO A AUTONOMO DO AVALISTA
515557917,827,2021-02-18 16:12:46.773,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual QUITREPLEGAL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - QUITACAO DO REPRESENTANTE LEGAL
515557916,826,2021-02-18 16:12:46.740,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual QUITNORMAL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - QUITACAO NORMAL
515557915,825,2021-02-18 16:12:46.727,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual QUITANTRES?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - QUIT ANTEC/RESC
515557914,824,2021-02-18 16:12:46.710,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual QUITANTECIPADA?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - QUIT ANTECIPADA
515557913,823,2021-02-18 16:12:46.693,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual QUITACAO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - QUITAÇÃO
515557912,822,2021-02-18 16:12:46.677,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual QSAR?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - QSAR
515557911,821,2021-02-18 16:12:46.663,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual PROPIATAUORIGINAL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - PROPOSTA ITAUCRED ORIGINAL
515557910,820,2021-02-18 16:12:46.663,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual PROPADESSOCO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - PROPOSTA DE ADESAO DE SOCORRO
515557909,819,2021-02-18 16:12:46.647,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual PRINTCCI?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - Print CCI
515557908,818,2021-02-18 16:12:46.647,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual NFORGINOMEITAU?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - NOTA FISCAL ORIGINAL EM NOME DO BANCO ITAUCARD
515557907,817,2021-02-18 16:12:46.630,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual IRMENSALDE?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - IR MENSAL DE 
515557906,816,2021-02-18 16:12:46.630,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual INLOCCO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - IN LOCCO
515557905,815,2021-02-18 16:12:46.617,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual HOLLERTAVAL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - HOLLERITH / CONTRA-CHEQUE DO AVALISTA
515557904,814,2021-02-18 16:12:46.600,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual FOLCHEQUE?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - COPIA DE CHEQUE (MINIMO DE 01 ANO)
515557903,813,2021-02-18 16:12:46.600,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual FICHACADASTRAL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - FICHA CADASTRAL (PF OU PJ)
515557902,812,2021-02-18 16:12:46.583,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual EXTRATINSS?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - APOSENTADORIA (INSS)
515557901,811,2021-02-18 16:12:46.583,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual EMAILCADPOSITIVO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - EMAIL AUTORIZACAO CADASTRO POSITIVO
515557900,810,2021-02-18 16:12:46.570,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual DOCSADDMESAREP?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - DOCUMENTOS ADICIONAIS EXIGIDOS PELA MESA DE CREDITO DO REPRESENTANTE LEGAL
515557899,809,2021-02-18 16:12:46.570,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual DOCSADDMESA?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - DOCUMENTOS ADICIONAIS EXIGIDOS PELA MESA DE CREDITO
515557898,808,2021-02-18 16:12:46.553,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CREDPOSITIVO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CRED POSITIVO
515557897,807,2021-02-18 16:12:46.537,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CREDPOSIPARCATUAL4?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CRED POSIT VLR PARC ATUAL OU CART CLASSE OU IR MENSAL DE
515557896,806,2021-02-18 16:12:46.523,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CREDPOSIPARCATUAL3?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CRED POSIT VLR PARC ATUAL OU F CHEQUE OU IPTU OU IR MENSAL DE
515557895,805,2021-02-18 16:12:46.523,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CREDPOSIPARCATUAL2?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CRED POSIT VLR PARC ATUAL OU F CHEQUE OU IPTU OU HOLERITE DE
515557894,804,2021-02-18 16:12:46.507,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CREDPOSIPARCATUAL1?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CRED POSIT VLR PARC ATUAL OU HOLERITE
515557893,803,2021-02-18 16:12:46.490,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CPFREPRELEGAL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CIC DO REPRESENTANTE LEGAL
515557892,802,2021-02-18 16:12:46.490,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CONTRALUIMO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CONTRATO ALUGUEL DE IMOVEL
515557891,801,2021-02-18 16:12:46.477,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CONTEMPRESTCRED?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CONTRATO DE EMPRESTIMO CREDIARIO ITAUCRED
515557890,800,2021-02-18 16:12:46.477,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual COMPROSITCPF?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - COMPROVANTE DE SITUACAO CADASTRAL NO CPF (RECEITA FEDERAL)
515557889,799,2021-02-18 16:12:46.460,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CNDRECEITAFED?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CND DA RECEITA FEDERAL
515557888,798,2021-02-18 16:12:46.460,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CNDINSS?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CND DO INSS
515557887,797,2021-02-18 16:12:46.443,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CHECKLIST?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CHECKLIST DE VISTORIA 
515557886,796,2021-02-18 16:12:46.427,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CETPJ?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - FORMULARIO CET PJ
515557885,795,2021-02-18 16:12:46.427,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CARTCONTREPRE?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO -  CARTAO CNPJ/ CONTRATO SOCIAL DO REPRESENTANTE LEGAL
515557884,794,2021-02-18 16:12:46.427,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CARTCLASSE?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CARTEIRA DE CLASSE
515557883,793,2021-02-18 16:12:46.413,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual BOLETODEPAGAMENTO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - BOLETO DE PAGAMENTO
515557882,792,2021-02-18 16:12:46.413,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual ALVARAPREF?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - ALVARA DA PREFEITURA 
515557881,791,2021-02-18 16:12:46.397,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CONTRCARLEASING?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CONTRATO CARLEASING ITAUCRED ASSINADO
515557880,790,2021-02-18 16:12:46.383,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CONTRAUTOBANK?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CONTRATO AUTOBANK
515557879,789,2021-02-18 16:12:46.367,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual LICENPREFEIT?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - LICENCA DA PREFEITURA
515557878,788,2021-02-18 16:12:46.367,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual ALVARATRANSP?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - ALVARA DE TRANSPORTE
515557877,787,2021-02-18 16:12:46.350,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CONDUTAX?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CONDUTAXI
515557876,786,2021-02-18 16:12:46.337,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual ALVARATAX?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - ALVARA DE TAXISTA
515557875,785,2021-02-18 16:12:46.320,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual AVERBSEPARA?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - AVERBACAO DE SEPARACAO
515557874,784,2021-02-18 16:12:46.320,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CTPS?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CTPS
515557873,783,2021-02-18 16:12:46.303,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CONTPRESTSERV?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CONTRATO DE PRESTACAO DE SERVICO
515557872,782,2021-02-18 16:12:46.287,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CRV?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CRV DO VEICULO (EM NOME)
515557871,781,2021-02-18 16:12:46.287,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CONTRATLOCACAO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CONTRATO DE LOCACAO
515557870,780,2021-02-18 16:12:46.273,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual COMPPROPRIMOVEL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - COMPROVANTE DE PROPRIEDADE DO IMOVEL
515557869,779,2021-02-18 16:12:46.273,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual DECLARITR?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - DECLARACAO DE ITR
515557868,778,2021-02-18 16:12:46.257,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual DECLARIR?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - DECLARACAO DE IR (IMPOSTO DE RENDA)
515557867,777,2021-02-18 16:12:46.240,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual COMPRORENDA?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - COMPROVANTE DE RENDA
515557866,776,2021-02-18 16:12:46.240,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CARTCNPJ?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CARTAO DE CNPJ
515557865,775,2021-02-18 16:12:46.227,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CONTRSOCIAL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CONTRATO SOCIAL
515557864,774,2021-02-18 16:12:46.227,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual COMPRORESIDE?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - COMPROVANTE DE RESIDENCIA
515557863,768,2021-02-18 16:12:46.210,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual PROPADESEGURO?,NULL,304,Formalização,TRADUZIDO TIPO REDUZIDO - PROPOSTA DE ADESAO DO SOCORRO AUTO E SEGURO DE PROTECAO FINANCEIRA
515557862,755,2021-02-18 16:12:46.193,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CADPOSITIVO?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - Autorização de Cadastro Positivo
515557861,754,2021-02-18 16:12:46.193,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual PROPADSEGPROT?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - PROPOSTA DE ADESAO DO SEGURO DE PROTECAO FINANCEIRA
515557860,753,2021-02-18 16:12:46.180,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual PROPCARTASS?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - PROPOSTA DE CARTAO ASSINADA
515557859,752,2021-02-18 16:12:46.180,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CET?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO CET - Custo Efetivo Total
515557858,751,2021-02-18 16:12:46.163,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual DUT?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - DUT
515557857,750,2021-02-18 16:12:46.147,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual CPF?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - CPF
515557856,749,2021-02-18 16:12:46.133,FALSE,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/TIPODOCREDUZIDO  NOVACEDULA Igual NOTAFISCAL?,NULL,304,Formalização,TRADUZIR TIPO REDUZIDO - NOTA FISCAL
515557855,1276,2021-02-18 16:12:46.133,,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/FIELDS/FIELD/name:NOVACEDULA_PLACA  LSN8J58 Igual ?,515557853,533,15092 - NOVACEDULA_PLACA igual NOTAFISCAL_PLACA?,15092 - NOVACEDULA_PLACA igual NOTAFISCAL_PLACA?
515557854,1581,2021-02-18 16:12:46.117,,A06A7D89-E79D-43FD-99FE-584EC0B258BE,BRE/DOCS/DOC/FIELDS/FIELD/name:NOVACEDULA_PLACA_OCULTAR  FALSE Igual ?,515557853,533,15092 - NOVACEDULA_PLACA igual NOTAFISCAL_PLACA?,NOVACEDULA_PLACA OCULTO
